Character,Simulation,Avg_Steps,Total_Dead,Total_Cured,Total_Infected,Dead_1,Cured_1,Infected_1,Dead_2,Cured_2,Infected_2,Dead_3,Cured_3,Infected_3,Dead_4,Cured_4,Infected_4,Dead_5,Cured_5,Infected_5,Dead_6,Cured_6,Infected_6,Dead_7,Cured_7,Infected_7,Dead_8,Cured_8,Infected_8,Dead_9,Cured_9,Infected_9,Dead_10,Cured_10,Infected_10,Dead_11,Cured_11,Infected_11,Dead_12,Cured_12,Infected_12,Dead_13,Cured_13,Infected_13,Dead_14,Cured_14,Infected_14,Dead_15,Cured_15,Infected_15,Dead_16,Cured_16,Infected_16,Dead_17,Cured_17,Infected_17,Dead_18,Cured_18,Infected_18,Dead_19,Cured_19,Infected_19,Dead_20,Cured_20,Infected_20,Dead_21,Cured_21,Infected_21,Dead_22,Cured_22,Infected_22,Dead_23,Cured_23,Infected_23,Dead_24,Cured_24,Infected_24,Dead_25,Cured_25,Infected_25,Dead_26,Cured_26,Infected_26,Dead_27,Cured_27,Infected_27,Dead_28,Cured_28,Infected_28,Dead_29,Cured_29,Infected_29,Dead_30,Cured_30,Infected_30,Dead_31,Cured_31,Infected_31,Dead_32,Cured_32,Infected_32,Dead_33,Cured_33,Infected_33,Dead_34,Cured_34,Infected_34,Dead_35,Cured_35,Infected_35,Dead_36,Cured_36,Infected_36,Dead_37,Cured_37,Infected_37,Dead_38,Cured_38,Infected_38,Dead_39,Cured_39,Infected_39,Dead_40,Cured_40,Infected_40,Dead_41,Cured_41,Infected_41,Dead_42,Cured_42,Infected_42,Dead_43,Cured_43,Infected_43,Dead_44,Cured_44,Infected_44,Dead_45,Cured_45,Infected_45,Dead_46,Cured_46,Infected_46,Dead_47,Cured_47,Infected_47,Dead_48,Cured_48,Infected_48,Dead_49,Cured_49,Infected_49,Dead_50,Cured_50,Infected_50,Dead_51,Cured_51,Infected_51,Etichetta,Dead_52,Cured_52,Infected_52,Dead_53,Cured_53,Infected_53,Dead_54,Cured_54,Infected_54,Dead_55,Cured_55,Infected_55,Dead_56,Cured_56,Infected_56,Dead_57,Cured_57,Infected_57
Orell,1,25,47,642,860,0,0,1,0,0,2,0,0,30,0,0,80,1.0,1.0,228.0,2.0,10.0,371.0,3.0,26.0,474.0,11.0,84.0,488.0,18.0,165.0,451.0,24.0,267.0,367.0,33.0,361.0,278.0,34.0,428.0,217.0,36.0,490.0,158.0,41.0,534.0,110.0,42.0,578.0,68.0,43.0,600.0,46.0,46.0,613.0,30.0,46.0,621.0,22.0,47.0,631.0,11.0,47.0,635.0,7.0,47.0,638.0,4.0,47.0,639.0,3.0,47.0,640.0,2.0,47.0,640.0,2.0,47.0,640.0,2.0,47.0,642.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Othor,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Patrek-of-Kings-Mountain,1,31,51,663,912,0,0,1,0,0,2,0,0,3,0,0,37,0.0,0.0,111.0,0.0,0.0,250.0,1.0,13.0,406.0,3.0,45.0,484.0,12.0,106.0,487.0,17.0,190.0,440.0,25.0,265.0,380.0,30.0,362.0,300.0,32.0,434.0,232.0,39.0,488.0,176.0,43.0,537.0,128.0,45.0,574.0,91.0,48.0,603.0,59.0,49.0,617.0,45.0,50.0,629.0,32.0,50.0,635.0,28.0,50.0,639.0,24.0,51.0,644.0,18.0,51.0,650.0,13.0,51.0,657.0,6.0,51.0,657.0,6.0,51.0,658.0,5.0,51.0,660.0,3.0,51.0,660.0,3.0,51.0,661.0,2.0,51.0,661.0,2.0,51.0,661.0,2.0,51.0,663.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Ryk,1,27,43,661,898,0,0,1,0,0,2,0,0,25,0,0,113,0.0,0.0,281.0,1.0,7.0,429.0,3.0,41.0,488.0,7.0,110.0,487.0,14.0,212.0,421.0,20.0,290.0,359.0,25.0,372.0,287.0,30.0,441.0,220.0,32.0,503.0,162.0,36.0,549.0,116.0,36.0,578.0,87.0,38.0,606.0,57.0,40.0,625.0,38.0,42.0,632.0,30.0,42.0,637.0,25.0,43.0,643.0,18.0,43.0,647.0,14.0,43.0,652.0,9.0,43.0,654.0,7.0,43.0,658.0,3.0,43.0,658.0,3.0,43.0,659.0,2.0,43.0,659.0,2.0,43.0,661.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Soren-Shieldbreaker,1,28,42,650,906,0,0,1,0,0,1,0,0,1,0,1,1,0.0,1.0,20.0,0.0,1.0,94.0,0.0,2.0,262.0,0.0,7.0,419.0,2.0,35.0,505.0,7.0,108.0,495.0,11.0,212.0,422.0,18.0,304.0,338.0,23.0,389.0,267.0,26.0,442.0,217.0,33.0,498.0,157.0,37.0,540.0,114.0,40.0,569.0,82.0,40.0,591.0,61.0,40.0,614.0,38.0,40.0,624.0,28.0,41.0,631.0,20.0,41.0,636.0,15.0,41.0,641.0,10.0,41.0,644.0,7.0,41.0,646.0,5.0,42.0,649.0,1.0,42.0,649.0,1.0,42.0,649.0,1.0,42.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Tom-Barleycorn,1,34,46,662,877,0,0,1,0,0,1,0,0,2,0,0,28,0.0,0.0,100.0,0.0,1.0,277.0,0.0,10.0,442.0,3.0,36.0,524.0,8.0,100.0,510.0,13.0,196.0,449.0,23.0,290.0,358.0,31.0,367.0,285.0,36.0,463.0,190.0,41.0,512.0,143.0,43.0,559.0,101.0,43.0,584.0,77.0,43.0,617.0,45.0,43.0,632.0,30.0,44.0,641.0,23.0,44.0,643.0,21.0,45.0,647.0,16.0,46.0,651.0,11.0,46.0,654.0,8.0,46.0,656.0,6.0,46.0,658.0,4.0,46.0,660.0,2.0,46.0,660.0,2.0,46.0,661.0,1.0,46.0,661.0,1.0,46.0,661.0,1.0,46.0,661.0,1.0,46.0,661.0,1.0,46.0,661.0,1.0,46.0,661.0,1.0,46.0,662.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Toregg,1,31,47,653,921,0,0,1,0,0,1,0,0,2,0,0,6,0.0,1.0,35.0,0.0,2.0,87.0,0.0,4.0,230.0,0.0,11.0,370.0,0.0,36.0,471.0,5.0,104.0,476.0,14.0,189.0,427.0,23.0,284.0,359.0,32.0,370.0,273.0,35.0,445.0,202.0,37.0,501.0,152.0,40.0,553.0,99.0,41.0,580.0,71.0,44.0,602.0,48.0,45.0,623.0,28.0,45.0,630.0,23.0,46.0,633.0,20.0,46.0,638.0,16.0,46.0,642.0,12.0,46.0,648.0,6.0,46.0,651.0,3.0,47.0,651.0,2.0,47.0,651.0,2.0,47.0,652.0,1.0,47.0,652.0,1.0,47.0,652.0,1.0,47.0,652.0,1.0,47.0,653.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Ulmer,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Wun-Weg-Wun-Dar-Wun,1,29,48,665,896,0,0,1,0,0,2,0,0,9,1,0,38,1.0,0.0,134.0,1.0,2.0,344.0,1.0,10.0,477.0,1.0,46.0,541.0,6.0,143.0,500.0,16.0,252.0,410.0,22.0,343.0,328.0,30.0,424.0,249.0,37.0,506.0,166.0,41.0,557.0,113.0,43.0,590.0,78.0,43.0,611.0,59.0,45.0,623.0,45.0,47.0,639.0,27.0,48.0,649.0,16.0,48.0,651.0,14.0,48.0,657.0,8.0,48.0,663.0,2.0,48.0,664.0,1.0,48.0,664.0,1.0,48.0,664.0,1.0,48.0,664.0,1.0,48.0,664.0,1.0,48.0,664.0,1.0,48.0,664.0,1.0,48.0,665.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Zei,1,38,42,661,891,0,0,1,0,0,1,0,0,1,0,0,2,0.0,0.0,23.0,0.0,0.0,105.0,0.0,1.0,276.0,0.0,4.0,415.0,2.0,28.0,487.0,6.0,104.0,484.0,14.0,194.0,433.0,19.0,282.0,364.0,24.0,361.0,291.0,29.0,448.0,209.0,32.0,504.0,154.0,35.0,545.0,117.0,36.0,577.0,87.0,38.0,594.0,69.0,38.0,613.0,50.0,39.0,622.0,41.0,39.0,637.0,26.0,41.0,647.0,15.0,41.0,651.0,11.0,42.0,652.0,9.0,42.0,655.0,6.0,42.0,656.0,5.0,42.0,657.0,4.0,42.0,658.0,3.0,42.0,658.0,3.0,42.0,658.0,3.0,42.0,658.0,3.0,42.0,659.0,2.0,42.0,660.0,1.0,42.0,660.0,1.0,42.0,660.0,1.0,42.0,660.0,1.0,42.0,660.0,1.0,42.0,660.0,1.0,42.0,661.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Jon-Umber-(Smalljon),1,25,47,665,898,0,0,1,0,0,2,0,0,24,0,0,104,0.0,0.0,297.0,0.0,9.0,451.0,1.0,39.0,529.0,6.0,110.0,518.0,12.0,215.0,437.0,17.0,305.0,365.0,22.0,393.0,280.0,28.0,469.0,207.0,33.0,526.0,148.0,37.0,569.0,103.0,38.0,599.0,73.0,41.0,611.0,59.0,44.0,622.0,45.0,45.0,636.0,31.0,45.0,648.0,19.0,45.0,658.0,9.0,45.0,660.0,7.0,46.0,661.0,5.0,46.0,664.0,2.0,46.0,664.0,2.0,46.0,665.0,1.0,47.0,665.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Robin-Flint,1,30,47,659,912,0,0,1,0,0,2,0,0,5,0,0,26,0.0,0.0,101.0,0.0,2.0,296.0,0.0,8.0,441.0,0.0,35.0,536.0,5.0,118.0,509.0,13.0,217.0,434.0,23.0,331.0,329.0,26.0,423.0,242.0,31.0,493.0,172.0,33.0,539.0,128.0,36.0,573.0,93.0,38.0,601.0,66.0,39.0,617.0,49.0,42.0,626.0,37.0,44.0,638.0,24.0,45.0,643.0,18.0,46.0,648.0,12.0,46.0,648.0,12.0,46.0,649.0,11.0,46.0,651.0,9.0,46.0,653.0,7.0,47.0,655.0,4.0,47.0,656.0,3.0,47.0,658.0,1.0,47.0,658.0,1.0,47.0,658.0,1.0,47.0,659.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Jonothor-Darry,1,34,50,660,902,0,0,1,0,0,1,0,0,2,0,0,2,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,29.0,0.0,2.0,111.0,0.0,3.0,272.0,0.0,10.0,420.0,4.0,39.0,503.0,10.0,116.0,487.0,18.0,195.0,443.0,20.0,299.0,356.0,23.0,385.0,282.0,32.0,449.0,216.0,34.0,510.0,159.0,39.0,542.0,124.0,43.0,563.0,101.0,44.0,589.0,75.0,47.0,605.0,57.0,50.0,622.0,38.0,50.0,634.0,26.0,50.0,642.0,18.0,50.0,648.0,12.0,50.0,651.0,9.0,50.0,655.0,5.0,50.0,657.0,3.0,50.0,659.0,1.0,50.0,659.0,1.0,50.0,659.0,1.0,50.0,659.0,1.0,50.0,659.0,1.0,50.0,660.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Nurse,1,31,38,650,877,0,0,1,0,0,1,0,0,1,0,0,3,0.0,0.0,7.0,0.0,0.0,53.0,0.0,0.0,174.0,0.0,2.0,352.0,2.0,23.0,468.0,4.0,81.0,492.0,10.0,176.0,437.0,18.0,274.0,363.0,22.0,362.0,286.0,25.0,443.0,210.0,30.0,503.0,151.0,33.0,541.0,111.0,33.0,576.0,77.0,33.0,595.0,59.0,34.0,607.0,46.0,35.0,617.0,35.0,37.0,628.0,22.0,37.0,632.0,19.0,37.0,637.0,14.0,37.0,640.0,11.0,38.0,648.0,2.0,38.0,649.0,1.0,38.0,649.0,1.0,38.0,649.0,1.0,38.0,649.0,1.0,38.0,649.0,1.0,38.0,649.0,1.0,38.0,650.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Joramun,1,30,40,660,892,0,0,1,0,0,1,0,0,2,0,0,9,0.0,0.0,19.0,1.0,0.0,37.0,1.0,3.0,104.0,1.0,6.0,249.0,1.0,16.0,403.0,4.0,44.0,497.0,7.0,113.0,490.0,11.0,190.0,437.0,17.0,291.0,360.0,22.0,372.0,290.0,27.0,436.0,228.0,30.0,503.0,161.0,34.0,539.0,125.0,36.0,568.0,96.0,37.0,594.0,69.0,37.0,607.0,56.0,39.0,626.0,35.0,39.0,641.0,20.0,39.0,642.0,19.0,39.0,648.0,13.0,40.0,654.0,6.0,40.0,655.0,5.0,40.0,657.0,3.0,40.0,657.0,3.0,40.0,658.0,2.0,40.0,659.0,1.0,40.0,660.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Richard-Horpe,1,25,46,671,907,0,0,1,0,0,2,0,0,26,0,0,128,0.0,0.0,314.0,0.0,4.0,455.0,5.0,45.0,510.0,11.0,123.0,484.0,16.0,226.0,421.0,24.0,319.0,345.0,27.0,404.0,272.0,31.0,483.0,195.0,38.0,539.0,133.0,39.0,581.0,94.0,41.0,602.0,72.0,42.0,626.0,48.0,42.0,640.0,35.0,42.0,649.0,26.0,43.0,656.0,18.0,44.0,661.0,12.0,45.0,663.0,9.0,45.0,665.0,7.0,45.0,666.0,6.0,45.0,667.0,5.0,46.0,670.0,1.0,46.0,671.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Jyck,1,29,40,640,886,0,0,1,0,0,1,0,0,2,0,0,2,0.0,0.0,3.0,0.0,0.0,33.0,0.0,0.0,134.0,1.0,0.0,324.0,2.0,8.0,454.0,6.0,46.0,506.0,12.0,133.0,461.0,19.0,230.0,388.0,23.0,339.0,289.0,28.0,404.0,228.0,30.0,473.0,162.0,34.0,514.0,121.0,35.0,551.0,85.0,36.0,578.0,59.0,38.0,589.0,48.0,39.0,604.0,34.0,39.0,614.0,25.0,39.0,618.0,21.0,39.0,624.0,16.0,39.0,631.0,10.0,40.0,633.0,7.0,40.0,635.0,5.0,40.0,637.0,3.0,40.0,639.0,1.0,40.0,639.0,1.0,40.0,640.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Morrec,1,30,52,649,924,0,0,1,0,0,3,0,0,37,0,0,157,0.0,1.0,340.0,2.0,11.0,464.0,3.0,61.0,501.0,9.0,135.0,475.0,19.0,244.0,390.0,28.0,326.0,324.0,34.0,402.0,251.0,38.0,461.0,194.0,43.0,506.0,146.0,48.0,548.0,101.0,50.0,575.0,72.0,50.0,597.0,50.0,52.0,614.0,32.0,52.0,624.0,24.0,52.0,629.0,19.0,52.0,633.0,15.0,52.0,639.0,10.0,52.0,642.0,7.0,52.0,642.0,7.0,52.0,645.0,4.0,52.0,646.0,3.0,52.0,647.0,2.0,52.0,648.0,1.0,52.0,648.0,1.0,52.0,648.0,1.0,52.0,648.0,1.0,52.0,649.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Kella,1,27,59,646,872,0,0,1,0,0,2,0,0,17,0,0,99,0.0,0.0,293.0,1.0,5.0,448.0,4.0,35.0,515.0,8.0,116.0,496.0,14.0,228.0,405.0,19.0,305.0,348.0,27.0,397.0,261.0,40.0,454.0,198.0,44.0,500.0,150.0,50.0,532.0,117.0,50.0,569.0,82.0,52.0,589.0,61.0,53.0,603.0,47.0,55.0,614.0,35.0,55.0,622.0,27.0,55.0,629.0,21.0,55.0,633.0,17.0,57.0,638.0,10.0,57.0,640.0,8.0,58.0,643.0,4.0,58.0,644.0,3.0,58.0,645.0,2.0,58.0,646.0,1.0,59.0,646.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Kerwin,1,34,37,660,876,0,0,1,0,0,1,0,0,2,0,0,6,0.0,0.0,14.0,0.0,0.0,69.0,0.0,2.0,243.0,1.0,7.0,419.0,3.0,24.0,535.0,5.0,86.0,532.0,10.0,174.0,475.0,13.0,287.0,376.0,20.0,383.0,285.0,24.0,463.0,206.0,25.0,510.0,159.0,27.0,552.0,117.0,30.0,575.0,92.0,33.0,597.0,67.0,34.0,616.0,47.0,34.0,629.0,34.0,36.0,639.0,22.0,36.0,647.0,14.0,36.0,652.0,9.0,37.0,654.0,6.0,37.0,654.0,6.0,37.0,656.0,4.0,37.0,658.0,2.0,37.0,658.0,2.0,37.0,658.0,2.0,37.0,659.0,1.0,37.0,659.0,1.0,37.0,659.0,1.0,37.0,659.0,1.0,37.0,659.0,1.0,37.0,660.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Willem-Lannister,1,25,56,637,915,0,0,1,0,0,3,0,0,5,0,0,29,0.0,0.0,136.0,0.0,0.0,330.0,0.0,7.0,465.0,2.0,44.0,519.0,9.0,126.0,484.0,17.0,233.0,402.0,26.0,316.0,324.0,37.0,386.0,252.0,40.0,452.0,188.0,44.0,498.0,143.0,47.0,533.0,110.0,50.0,563.0,78.0,51.0,583.0,58.0,53.0,603.0,36.0,54.0,614.0,24.0,55.0,626.0,12.0,55.0,629.0,9.0,55.0,634.0,4.0,56.0,636.0,1.0,56.0,636.0,1.0,56.0,636.0,1.0,56.0,637.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Kurleket,1,27,47,647,881,0,0,1,0,0,1,0,0,2,0,0,31,0.0,0.0,120.0,0.0,0.0,292.0,0.0,5.0,447.0,4.0,30.0,519.0,11.0,94.0,504.0,17.0,187.0,433.0,24.0,303.0,330.0,30.0,387.0,256.0,34.0,454.0,195.0,37.0,503.0,148.0,43.0,548.0,100.0,44.0,584.0,64.0,44.0,600.0,48.0,45.0,615.0,32.0,45.0,627.0,21.0,46.0,631.0,17.0,47.0,636.0,11.0,47.0,641.0,6.0,47.0,644.0,3.0,47.0,644.0,3.0,47.0,645.0,2.0,47.0,645.0,2.0,47.0,646.0,1.0,47.0,647.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Kyra,1,4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Softfoot,1,4,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Leo-Lefford,1,26,37,655,888,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,25.0,0.0,1.0,124.0,0.0,1.0,302.0,1.0,9.0,445.0,2.0,41.0,519.0,5.0,116.0,511.0,11.0,231.0,416.0,14.0,324.0,332.0,16.0,410.0,249.0,22.0,474.0,187.0,26.0,526.0,135.0,32.0,562.0,95.0,34.0,594.0,64.0,34.0,609.0,49.0,35.0,624.0,33.0,36.0,636.0,20.0,36.0,643.0,13.0,37.0,645.0,10.0,37.0,647.0,8.0,37.0,650.0,5.0,37.0,655.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Symon-Silver-Tongue,1,30,49,646,897,0,0,1,0,0,3,0,0,37,0,1,116,0.0,2.0,295.0,2.0,13.0,438.0,5.0,37.0,512.0,8.0,104.0,504.0,18.0,204.0,440.0,26.0,295.0,356.0,30.0,385.0,268.0,32.0,462.0,195.0,39.0,513.0,139.0,42.0,554.0,96.0,42.0,581.0,71.0,45.0,594.0,56.0,46.0,611.0,38.0,48.0,619.0,28.0,48.0,626.0,21.0,49.0,633.0,13.0,49.0,637.0,9.0,49.0,641.0,5.0,49.0,642.0,4.0,49.0,642.0,4.0,49.0,643.0,3.0,49.0,645.0,1.0,49.0,645.0,1.0,49.0,645.0,1.0,49.0,645.0,1.0,49.0,645.0,1.0,49.0,646.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Longwater-Pyke,1,3,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Controllata,,,,,,,,,,,,,,,,,,
Lorent-Caswell,1,31,38,641,900,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,0.0,1.0,73.0,0.0,1.0,231.0,1.0,3.0,400.0,2.0,17.0,503.0,3.0,76.0,515.0,5.0,192.0,436.0,10.0,273.0,371.0,20.0,358.0,286.0,26.0,440.0,202.0,27.0,500.0,143.0,30.0,539.0,107.0,32.0,571.0,75.0,33.0,592.0,53.0,35.0,611.0,33.0,36.0,621.0,22.0,37.0,624.0,18.0,37.0,630.0,12.0,37.0,636.0,6.0,38.0,637.0,4.0,38.0,639.0,2.0,38.0,640.0,1.0,38.0,640.0,1.0,38.0,640.0,1.0,38.0,641.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Quasi Sconfitta,,,,,,,,,,,,,,,,,,
Urzen,1,34,45,661,886,0,0,1,0,0,2,0,0,19,0,0,95,0.0,0.0,262.0,0.0,9.0,413.0,0.0,39.0,498.0,4.0,111.0,479.0,15.0,204.0,430.0,26.0,306.0,345.0,33.0,371.0,285.0,34.0,453.0,206.0,39.0,515.0,145.0,43.0,546.0,111.0,44.0,586.0,72.0,45.0,614.0,45.0,45.0,632.0,27.0,45.0,641.0,19.0,45.0,646.0,14.0,45.0,650.0,11.0,45.0,653.0,8.0,45.0,653.0,8.0,45.0,655.0,6.0,45.0,656.0,5.0,45.0,657.0,4.0,45.0,657.0,4.0,45.0,659.0,2.0,45.0,660.0,1.0,45.0,660.0,1.0,45.0,660.0,1.0,45.0,660.0,1.0,45.0,660.0,1.0,45.0,660.0,1.0,45.0,660.0,1.0,45.0,661.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
Merrett-Frey,1,28,42,652,880,0,0,1,0,0,2,0,0,5,0,0,12,0.0,0.0,59.0,0.0,2.0,215.0,0.0,7.0,380.0,0.0,20.0,486.0,3.0,73.0,512.0,12.0,165.0,459.0,17.0,258.0,387.0,24.0,360.0,290.0,29.0,443.0,215.0,34.0,494.0,161.0,39.0,542.0,111.0,40.0,573.0,79.0,41.0,590.0,62.0,41.0,610.0,42.0,41.0,626.0,26.0,41.0,633.0,19.0,41.0,637.0,15.0,42.0,639.0,13.0,42.0,645.0,7.0,42.0,648.0,4.0,42.0,650.0,2.0,42.0,651.0,1.0,42.0,651.0,1.0,42.0,651.0,1.0,42.0,652.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Epidemia Arginata con Perdite,,,,,,,,,,,,,,,,,,
